0.0000  0.0000
0.0053	0.5540
0.1330	3.8781
0.3564	7.2022
0.5160	7.2022
0.6915	10.5263
0.9468	10.5263
1.1702	13.8504
1.3936	17.1745
1.5851	23.8227
1.8085	30.4709
2.0957	40.4432
2.4309	55.4017
2.7021	67.0360
2.9255	80.3324
3.2926	100.2770
3.5798	120.2216
3.9787	146.8144
4.2979  170.0831
4.7287	216.6205
5.1755	263.1579
5.5745	299.7230
5.7660	319.6676
6.1809	316.3435L
