0	0
0.00532	0.55402
0.29255	3.87812
0.68351	10.52632
1.14628	13.85042
1.79255	17.17452
2.07979	23.82271
2.49468	27.14681
2.90957	33.79501
3.51596	47.09141
4.09043	60.38781
4.61702	83.65651
5.25532	106.92521
5.71809	130.19391
6.29255	163.43490
6.65957 183.37950
7.28191	219.94460
7.98404	256.50970
8.44681	236.56510
